"","sample","maxGeneset"
"BT1678CD3_P9_C06","BT1678","predysfunctional3"
"BT1678CD3_P9_C07","BT1678","dysfunctional4"
"BT1678CD3_P9_C08","BT1678","cytotoxic1"
"BT1678CD3_P9_C10","BT1678","cytotoxic1"
"BT1678CD3_P9_C12","BT1678","predysfunctional3"
"BT1678CD3_P9_D01","BT1678","naive2"
"BT1678CD3_P9_D03","BT1678","dysfunctional4"
"BT1678CD3_P9_D04","BT1678","predysfunctional3"
"BT1678CD3_P9_D06","BT1678","dysfunctional4"
"BT1678CD3_P9_D08","BT1678","dysfunctional4"
"BT1678CD3_P9_D11","BT1678","predysfunctional3"
"BT1678CD3_P9_E03","BT1678","dysfunctional4"
"BT1678CD3_P9_E04","BT1678","predysfunctional3"
"BT1678CD3_P9_E05","BT1678","predysfunctional3"
"BT1678CD3_P9_E08","BT1678","predysfunctional3"
"BT1678CD3_P9_E10","BT1678","dysfunctional4"
"BT1678CD3_P9_E11","BT1678","dysfunctional4"
"BT1678CD3_P9_E12","BT1678","dysfunctional4"
"BT1678CD3_P9_F02","BT1678","dysfunctional4"
"BT1678CD3_P9_F03","BT1678","dysfunctional4"
"BT1678CD3_P9_F04","BT1678","predysfunctional3"
"BT1678CD3_P9_F05","BT1678","predysfunctional3"
"BT1678CD3_P9_F06","BT1678","dysfunctional4"
"BT1678CD3_P9_F09","BT1678","naive2"
"BT1678CD3_P9_F11","BT1678","dysfunctional4"
"BT1678CD3_P9_F12","BT1678","predysfunctional3"
"BT1678CD3_P9_G01","BT1678","predysfunctional3"
"BT1678CD3_P9_G03","BT1678","dysfunctional4"
"BT1678CD3_P9_G04","BT1678","dysfunctional4"
"BT1678CD3_P9_G06","BT1678","naive2"
"BT1678CD3_P9_G07","BT1678","dysfunctional4"
"BT1678CD3_P9_G08","BT1678","dysfunctional4"
"BT1678CD3_P9_G09","BT1678","dysfunctional4"
"BT1678CD3_P9_G10","BT1678","dysfunctional4"
"BT1678CD3_P9_G11","BT1678","predysfunctional3"
"BT1678CD3_P9_H03","BT1678","dysfunctional4"
"BT1678CD3_P9_H05","BT1678","dysfunctional4"
"BT1678CD3_P9_H06","BT1678","predysfunctional3"
"BT1678CD3_P9_H07","BT1678","dysfunctional4"
"BT1678CD3_P9_H09","BT1678","dysfunctional4"
"BT1678CD3_P9_H12","BT1678","predysfunctional3"
"BT1717CD45_P1_A01","BT1717","cytotoxic1"
"BT1717CD45_P1_A08","BT1717","cytotoxic1"
"BT1717CD45_P1_B01","BT1717","cytotoxic1"
"BT1717CD45_P1_B05","BT1717","cytotoxic1"
"BT1717CD45_P1_B07","BT1717","cytotoxic1"
"BT1717CD45_P1_C01","BT1717","cytotoxic1"
"BT1717CD45_P1_E01","BT1717","cytotoxic1"
"BT1717CD45_P1_E04","BT1717","cytotoxic1"
"BT1717CD45_P1_F01","BT1717","cytotoxic1"
"BT1717CD45_P1_G10","BT1717","cytotoxic1"
"BT1717CD45_P1_H11","BT1717","cytotoxic1"
"BT1733CD3_P14_A08","BT1733","predysfunctional3"
"BT1733CD3_P14_A10","BT1733","naive2"
"BT1733CD3_P14_B02","BT1733","cytotoxic1"
"BT1733CD3_P14_B07","BT1733","naive2"
"BT1733CD3_P14_B08","BT1733","cytotoxic1"
"BT1733CD3_P14_B12","BT1733","cytotoxic1"
"BT1733CD3_P14_C06","BT1733","naive2"
"BT1733CD3_P14_C08","BT1733","predysfunctional3"
"BT1733CD3_P14_C11","BT1733","cytotoxic1"
"BT1733CD3_P14_D03","BT1733","cytotoxic1"
"BT1733CD3_P14_D04","BT1733","cytotoxic1"
"BT1733CD3_P14_D07","BT1733","cytotoxic1"
"BT1733CD3_P14_D11","BT1733","cytotoxic1"
"CPDM0785CD3_P6_A01","CPDM0785","cytotoxic1"
"CPDM0785CD3_P6_A02","CPDM0785","naive2"
"CPDM0785CD3_P6_A04","CPDM0785","predysfunctional3"
"CPDM0785CD3_P6_A06","CPDM0785","naive2"
"CPDM0785CD3_P6_A07","CPDM0785","cytotoxic1"
"CPDM0785CD3_P6_A08","CPDM0785","naive2"
"CPDM0785CD3_P6_B02","CPDM0785","predysfunctional3"
"CPDM0785CD3_P6_B04","CPDM0785","predysfunctional3"
"CPDM0785CD3_P6_B07","CPDM0785","cytotoxic1"
"CPDM0785CD3_P6_B11","CPDM0785","predysfunctional3"
"CPDM0785CD3_P6_B12","CPDM0785","cytotoxic1"
"CPDM0785CD3_P6_C03","CPDM0785","naive2"
"CPDM0785CD3_P6_C05","CPDM0785","cytotoxic1"
"CPDM0785CD3_P6_C07","CPDM0785","cytotoxic1"
"CPDM0785CD3_P6_C09","CPDM0785","predysfunctional3"
"CPDM0785CD3_P6_C11","CPDM0785","naive2"
"CPDM0785CD3_P6_D06","CPDM0785","naive2"
"CPDM0785CD3_P6_D08","CPDM0785","naive2"
"CPDM0785CD3_P6_D10","CPDM0785","naive2"
"CPDM0785CD3_P6_E01","CPDM0785","predysfunctional3"
"CPDM0785CD3_P6_E03","CPDM0785","cytotoxic1"
"CPDM0785CD3_P6_E05","CPDM0785","cytotoxic1"
"CPDM0785CD3_P6_E06","CPDM0785","cytotoxic1"
"CPDM0785CD3_P6_E10","CPDM0785","cytotoxic1"
"CPDM0785CD3_P6_F01","CPDM0785","predysfunctional3"
"CPDM0785CD3_P6_F04","CPDM0785","cytotoxic1"
"CPDM0785CD3_P6_F05","CPDM0785","cytotoxic1"
"CPDM0785CD3_P6_F06","CPDM0785","naive2"
"CPDM0785CD3_P6_F07","CPDM0785","cytotoxic1"
"CPDM0785CD3_P6_F09","CPDM0785","naive2"
"CPDM0785CD3_P6_F10","CPDM0785","cytotoxic1"
"CPDM0785CD3_P6_F12","CPDM0785","predysfunctional3"
"CPDM0785CD3_P6_G07","CPDM0785","naive2"
"CPDM0785CD3_P6_G08","CPDM0785","predysfunctional3"
"CPDM0785CD3_P6_G09","CPDM0785","cytotoxic1"
"CPDM0785CD3_P6_G11","CPDM0785","predysfunctional3"
"CPDM0785CD3_P6_H02","CPDM0785","naive2"
"CPDM0785CD3_P6_H08","CPDM0785","cytotoxic1"
"CPDM0785CD3_P6_H09","CPDM0785","predysfunctional3"
"CPDM0785CD3_P6_H12","CPDM0785","naive2"
"MUV068CD3_P7_A03","MUV068","cytotoxic1"
"MUV068CD3_P7_A08","MUV068","predysfunctional3"
"MUV068CD3_P7_A11","MUV068","dysfunctional4"
"MUV068CD3_P7_B01","MUV068","naive2"
"MUV068CD3_P7_B02","MUV068","cytotoxic1"
"MUV068CD3_P7_B04","MUV068","cytotoxic1"
"MUV068CD3_P7_B05","MUV068","cytotoxic1"
"MUV068CD3_P7_B06","MUV068","predysfunctional3"
"MUV068CD3_P7_B07","MUV068","cytotoxic1"
"MUV068CD3_P7_B10","MUV068","cytotoxic1"
"MUV068CD3_P7_B11","MUV068","cytotoxic1"
"MUV068CD3_P7_B12","MUV068","naive2"
"MUV068CD3_P7_C02","MUV068","cytotoxic1"
"MUV068CD3_P7_C03","MUV068","cytotoxic1"
"MUV068CD3_P7_C04","MUV068","cytotoxic1"
"MUV068CD3_P7_C06","MUV068","naive2"
"MUV068CD3_P7_C07","MUV068","naive2"
"MUV068CD3_P7_C08","MUV068","cytotoxic1"
"MUV068CD3_P7_C09","MUV068","cytotoxic1"
"MUV068CD3_P7_C11","MUV068","cytotoxic1"
"MUV068CD3_P7_D02","MUV068","cytotoxic1"
"MUV068CD3_P7_D03","MUV068","naive2"
"MUV068CD3_P7_D06","MUV068","cytotoxic1"
"MUV068CD3_P7_D08","MUV068","dysfunctional4"
"MUV068CD3_P7_D10","MUV068","cytotoxic1"
"MUV068CD3_P7_E03","MUV068","cytotoxic1"
"MUV068CD3_P7_E05","MUV068","cytotoxic1"
"MUV068CD3_P7_E09","MUV068","naive2"
"MUV068CD3_P7_E10","MUV068","cytotoxic1"
"MUV068CD3_P7_E12","MUV068","cytotoxic1"
"MUV068CD3_P7_F02","MUV068","naive2"
"MUV068CD3_P7_F04","MUV068","predysfunctional3"
"MUV068CD3_P7_F05","MUV068","naive2"
"MUV068CD3_P7_F06","MUV068","naive2"
"MUV068CD3_P7_F08","MUV068","naive2"
"MUV068CD3_P7_F11","MUV068","predysfunctional3"
"MUV068CD3_P7_F12","MUV068","cytotoxic1"
"MUV068CD3_P7_G02","MUV068","naive2"
"MUV068CD3_P7_G04","MUV068","dysfunctional4"
"MUV068CD3_P7_G06","MUV068","naive2"
"MUV068CD3_P7_G08","MUV068","naive2"
"MUV068CD3_P7_G09","MUV068","predysfunctional3"
"MUV068CD3_P7_G10","MUV068","cytotoxic1"
"MUV068CD3_P7_G11","MUV068","naive2"
"MUV068CD3_P7_G12","MUV068","cytotoxic1"
"MUV068CD3_P7_H01","MUV068","naive2"
"MUV068CD3_P7_H02","MUV068","predysfunctional3"
"MUV068CD3_P7_H03","MUV068","cytotoxic1"
"MUV068CD3_P7_H07","MUV068","naive2"
"MUV068CD3_P7_H08","MUV068","cytotoxic1"
"MUV068CD3_P7_H10","MUV068","cytotoxic1"
"MUV068CD3_P7_H11","MUV068","predysfunctional3"
"MUV068CD3_P7_H12","MUV068","predysfunctional3"
"MUV071CD3_P6_A01","MUV071","naive2"
"MUV071CD3_P6_A03","MUV071","cytotoxic1"
"MUV071CD3_P6_A04","MUV071","cytotoxic1"
"MUV071CD3_P6_A05","MUV071","naive2"
"MUV071CD3_P6_A06","MUV071","cytotoxic1"
"MUV071CD3_P6_A08","MUV071","naive2"
"MUV071CD3_P6_A11","MUV071","cytotoxic1"
"MUV071CD3_P6_B01","MUV071","predysfunctional3"
"MUV071CD3_P6_B03","MUV071","dysfunctional4"
"MUV071CD3_P6_B08","MUV071","naive2"
"MUV071CD3_P6_C01","MUV071","naive2"
"MUV071CD3_P6_C03","MUV071","naive2"
"MUV071CD3_P6_C07","MUV071","cytotoxic1"
"MUV071CD3_P6_C10","MUV071","naive2"
"MUV071CD3_P6_D01","MUV071","cytotoxic1"
"MUV071CD3_P6_D02","MUV071","naive2"
"MUV071CD3_P6_D04","MUV071","cytotoxic1"
"MUV071CD3_P6_D05","MUV071","naive2"
"MUV071CD3_P6_D08","MUV071","naive2"
"MUV071CD3_P6_D09","MUV071","predysfunctional3"
"MUV071CD3_P6_D12","MUV071","predysfunctional3"
"MUV071CD3_P6_E01","MUV071","cytotoxic1"
"MUV071CD3_P6_E03","MUV071","cytotoxic1"
"MUV071CD3_P6_E04","MUV071","naive2"
"MUV071CD3_P6_E05","MUV071","naive2"
"MUV071CD3_P6_E09","MUV071","predysfunctional3"
"MUV071CD3_P6_E10","MUV071","cytotoxic1"
"MUV071CD3_P6_E12","MUV071","naive2"
"MUV071CD3_P6_F02","MUV071","predysfunctional3"
"MUV071CD3_P6_F05","MUV071","cytotoxic1"
"MUV071CD3_P6_F06","MUV071","naive2"
"MUV071CD3_P6_F08","MUV071","cytotoxic1"
"MUV071CD3_P6_F10","MUV071","cytotoxic1"
"MUV071CD3_P6_F11","MUV071","cytotoxic1"
"MUV071CD3_P6_F12","MUV071","cytotoxic1"
"MUV071CD3_P6_G03","MUV071","predysfunctional3"
"MUV071CD3_P6_G04","MUV071","naive2"
"MUV071CD3_P6_G05","MUV071","cytotoxic1"
"MUV071CD3_P6_H03","MUV071","cytotoxic1"
"MUV071CD3_P6_H04","MUV071","naive2"
"MUV071CD3_P6_H06","MUV071","cytotoxic1"
"MUV071CD3_P6_H09","MUV071","cytotoxic1"
"MUV071CD3_P6_H11","MUV071","naive2"
"BT1857CD3_P1_D01","BT1857","naive2"
"BT1857CD3_P1_E05","BT1857","naive2"
"BT1857CD3_P1_E11","BT1857","naive2"
"BT1857CD3_P1_G02","BT1857","cytotoxic1"
"BT1857CD3_P2_E01","BT1857","predysfunctional3"
"BT1873ponsCD3_P1_D04","BT1873","predysfunctional3"
"MUV094CD3_P7_A02","MUV094","naive2"
"MUV094CD3_P7_A04","MUV094","cytotoxic1"
"MUV094CD3_P7_A07","MUV094","cytotoxic1"
"MUV094CD3_P7_B02","MUV094","predysfunctional3"
"MUV094CD3_P7_B10","MUV094","predysfunctional3"
"MUV094CD3_P7_B11","MUV094","cytotoxic1"
"MUV094CD3_P7_C07","MUV094","cytotoxic1"
"MUV094CD3_P7_C08","MUV094","cytotoxic1"
"MUV094CD3_P7_C12","MUV094","naive2"
"MUV094CD3_P7_D01","MUV094","cytotoxic1"
"MUV094CD3_P7_D05","MUV094","cytotoxic1"
"MUV094CD3_P7_D09","MUV094","predysfunctional3"
"MUV094CD3_P7_D12","MUV094","naive2"
"MUV094CD3_P7_E03","MUV094","naive2"
"MUV094CD3_P7_E08","MUV094","naive2"
"MUV094CD3_P7_E10","MUV094","cytotoxic1"
"MUV094CD3_P7_E11","MUV094","predysfunctional3"
"MUV094CD3_P7_F07","MUV094","cytotoxic1"
"MUV094CD3_P7_F08","MUV094","cytotoxic1"
"MUV094CD3_P7_F12","MUV094","predysfunctional3"
"MUV094CD3_P7_G05","MUV094","cytotoxic1"
"MUV094CD3_P7_G06","MUV094","cytotoxic1"
"MUV094CD3_P7_G07","MUV094","naive2"
"MUV094CD3_P7_G08","MUV094","naive2"
"MUV094CD3_P7_G09","MUV094","cytotoxic1"
"MUV094CD3_P7_H01","MUV094","naive2"
"MUV094CD3_P7_H03","MUV094","cytotoxic1"
"MUV094CD3_P7_H08","MUV094","naive2"
"MUV094CD3_P7_H10","MUV094","predysfunctional3"
"MUV094CD45_P9_A10","MUV094","predysfunctional3"
"MUV094CD45_P9_B03","MUV094","naive2"
"MUV094CD45_P9_B11","MUV094","cytotoxic1"
"MUV094CD45_P9_C08","MUV094","naive2"
"MUV094CD45_P9_D10","MUV094","naive2"
"MUV094CD45_P9_F05","MUV094","naive2"
"MUV094CD45_P9_F07","MUV094","cytotoxic1"
"MUV094CD45_P9_F10","MUV094","naive2"
"MUV094CD45_P9_H04","MUV094","cytotoxic1"
"MUV094CD45_P9_H12","MUV094","predysfunctional3"
"MUV095CD45_P8_A12","MUV095","predysfunctional3"
"MUV095CD45_P8_C01","MUV095","naive2"
"MUV095CD45_P8_D06","MUV095","predysfunctional3"
"MUV095CD45_P8_F02","MUV095","predysfunctional3"
"MUV095CD45_P8_H01","MUV095","dysfunctional4"
"MUV095CD45_P8_H03","MUV095","dysfunctional4"
"MUV095CD45_P8_H11","MUV095","dysfunctional4"
"CY58_1_CD45_B02_S974_comb","Sample58","predysfunctional3"
"Cy74_CD45_A03_S387_comb","Sample74","dysfunctional4"
"Cy71_CD45_D07_S523_comb","Sample71","dysfunctional4"
"Cy74_CD45_C11_S419_comb","Sample74","cytotoxic1"
"Cy81_FNA_CD45_D07_S235_comb","Sample81","naive2"
"Cy72_CD45_E08_S728_comb","Sample72","naive2"
"Cy71_CD45_B07_S499_comb","Sample71","dysfunctional4"
"CY58_1_CD45_A06_S966_comb","Sample58","dysfunctional4"
"Cy74_CD45_F07_S451_comb","Sample74","dysfunctional4"
"Cy81_FNA_CD45_B04_S208_comb","Sample81","cytotoxic1"
"Cy74_CD45_C02_S410_comb","Sample74","dysfunctional4"
"Cy81_FNA_CD45_G01_S265_comb","Sample81","naive2"
"Cy74_CD45_A04_S388_comb","Sample74","cytotoxic1"
"CY58_1_CD45_H12_S1056_comb","Sample58","dysfunctional4"
"CY58_1_CD45_F05_S1025_comb","Sample58","naive2"
"CY58_1_CD45_H02_S1046_comb","Sample58","cytotoxic1"
"CY58_1_CD45_B09_S981_comb","Sample58","naive2"
"Cy74_CD45_E04_S436_comb","Sample74","dysfunctional4"
"Cy81_FNA_CD45_A06_S198_comb","Sample81","cytotoxic1"
"Cy74_CD45_F01_S445_comb","Sample74","dysfunctional4"
"Cy74_CD45_D01_S421_comb","Sample74","dysfunctional4"
"Cy81_FNA_CD45_D11_S239_comb","Sample81","cytotoxic1"
"CY58_1_CD45_F10_S1030_comb","Sample58","naive2"
"Cy74_CD45_F08_S452_comb","Sample74","dysfunctional4"
"Cy74_CD45_F02_S446_comb","Sample74","cytotoxic1"
"Cy71_CD45_D12_S528_comb","Sample71","cytotoxic1"
"Cy74_CD45_H06_S474_comb","Sample74","dysfunctional4"
"Cy74_CD45_H12_S480_comb","Sample74","dysfunctional4"
"CY58_1_CD45_G11_S1043_comb","Sample58","dysfunctional4"
"Cy71_CD45_F03_S543_comb","Sample71","predysfunctional3"
"CY58_1_CD45_E05_S1013_comb","Sample58","dysfunctional4"
"CY58_1_CD45_F04_S1024_comb","Sample58","dysfunctional4"
"CY58_1_CD45_F12_S1032_comb","Sample58","naive2"
"Cy81_FNA_CD45_F04_S256_comb","Sample81","dysfunctional4"
"Cy74_CD45_G04_S460_comb","Sample74","naive2"
"CY58_1_CD45_A07_S967_comb","Sample58","dysfunctional4"
"Cy74_CD45_E08_S440_comb","Sample74","naive2"
"CY58_1_CD45_A04_S964_comb","Sample58","predysfunctional3"
"Cy74_CD45_G07_S463_comb","Sample74","dysfunctional4"
"Cy74_CD45_H02_S470_comb","Sample74","predysfunctional3"
"CY58_1_CD45_B08_S980_comb","Sample58","dysfunctional4"
"Cy71_CD45_C08_S512_comb","Sample71","naive2"
"Cy74_CD45_C06_S414_comb","Sample74","predysfunctional3"
"Cy81_FNA_CD45_F10_S262_comb","Sample81","dysfunctional4"
"Cy74_CD45_E02_S434_comb","Sample74","dysfunctional4"
"Cy81_FNA_CD45_B01_S205_comb","Sample81","dysfunctional4"
"CY58_1_CD45_D06_S1002_comb","Sample58","dysfunctional4"
"Cy81_FNA_CD45_B02_S206_comb","Sample81","predysfunctional3"
"Cy74_CD45_D10_S430_comb","Sample74","dysfunctional4"
"Cy72_CD45_D11_S719_comb","Sample72","naive2"
"Cy72_CD45_H03_S759_comb","Sample72","naive2"
"CY58_1_CD45_H11_S1055_comb","Sample58","predysfunctional3"
"Cy71_CD45_D05_S521_comb","Sample71","dysfunctional4"
"CY58_1_CD45_A03_S963_comb","Sample58","cytotoxic1"
"Cy74_CD45_E07_S439_comb","Sample74","dysfunctional4"
"CY58_1_CD45_C02_S986_comb","Sample58","predysfunctional3"
"Cy74_CD45_F04_S448_comb","Sample74","naive2"
"Cy81_FNA_CD45_C03_S219_comb","Sample81","dysfunctional4"
"CY58_1_CD45_B11_S983_comb","Sample58","predysfunctional3"
"Cy81_FNA_CD45_E05_S245_comb","Sample81","dysfunctional4"
"Cy71_CD45_F04_S544_comb","Sample71","dysfunctional4"
"CY58_1_CD45_D07_S1003_comb","Sample58","dysfunctional4"
"Cy72_CD45_A10_S682_comb","Sample72","naive2"
"CY58_1_CD45_G03_S1035_comb","Sample58","cytotoxic1"
"Cy81_FNA_CD45_F07_S259_comb","Sample81","naive2"
"Cy72_CD45_B12_S696_comb","Sample72","dysfunctional4"
"CY58_1_CD45_C07_S991_comb","Sample58","dysfunctional4"
"Cy74_CD45_G09_S465_comb","Sample74","predysfunctional3"
"Cy74_CD45_F11_S455_comb","Sample74","dysfunctional4"
"CY58_1_CD45_H10_S1054_comb","Sample58","naive2"
"Cy71_CD45_D03_S519_comb","Sample71","cytotoxic1"
"CY58_1_CD45_G07_S1039_comb","Sample58","dysfunctional4"
"Cy71_CD45_F12_S552_comb","Sample71","dysfunctional4"
"Cy74_CD45_A11_S395_comb","Sample74","dysfunctional4"
"Cy81_FNA_CD45_D06_S234_comb","Sample81","naive2"
"Cy71_CD45_D10_S526_comb","Sample71","cytotoxic1"
"CY58_1_CD45_C10_S994_comb","Sample58","dysfunctional4"
"CY58_1_CD45_G04_S1036_comb","Sample58","predysfunctional3"
"Cy71_CD45_E01_S529_comb","Sample71","dysfunctional4"
"Cy71_CD45_C06_S510_comb","Sample71","dysfunctional4"
"Cy81_FNA_CD45_D04_S232_comb","Sample81","cytotoxic1"
"Cy74_CD45_H11_S479_comb","Sample74","predysfunctional3"
"Cy81_FNA_CD45_B05_S209_comb","Sample81","naive2"
"CY58_1_CD45_H01_S1045_comb","Sample58","cytotoxic1"
"Cy74_CD45_C01_S409_comb","Sample74","predysfunctional3"
"CY58_1_CD45_B03_S975_comb","Sample58","naive2"
"Cy74_CD45_D06_S426_comb","Sample74","dysfunctional4"
"Cy74_CD45_C04_S412_comb","Sample74","dysfunctional4"
"CY58_1_CD45_B04_S976_comb","Sample58","dysfunctional4"
"CY58_1_CD45_F07_S1027_comb","Sample58","dysfunctional4"
"Cy74_CD45_E09_S441_comb","Sample74","dysfunctional4"
"Cy81_FNA_CD45_C04_S220_comb","Sample81","predysfunctional3"
"Cy74_CD45_F06_S450_comb","Sample74","dysfunctional4"
"Cy74_CD45_C09_S417_comb","Sample74","naive2"
"Cy74_CD45_C08_S416_comb","Sample74","cytotoxic1"
"Cy72_CD45_E12_S732_comb","Sample72","naive2"
"CY58_1_CD45_C08_S992_comb","Sample58","cytotoxic1"
"Cy74_CD45_B10_S406_comb","Sample74","dysfunctional4"
"Cy72_CD45_F11_S743_comb","Sample72","naive2"
"CY58_1_CD45_B07_S979_comb","Sample58","naive2"
"Cy71_CD45_E04_S532_comb","Sample71","dysfunctional4"
"Cy71_CD45_G04_S556_comb","Sample71","dysfunctional4"
"Cy81_FNA_CD45_G05_S269_comb","Sample81","predysfunctional3"
"Cy71_CD45_G10_S562_comb","Sample71","dysfunctional4"
"CY58_1_CD45_B05_S977_comb","Sample58","dysfunctional4"
"CY58_1_CD45_C06_S990_comb","Sample58","naive2"
"Cy74_CD45_B04_S400_comb","Sample74","predysfunctional3"
"Cy72_CD45_H11_S767_comb","Sample72","naive2"
"Cy74_CD45_E11_S443_comb","Sample74","dysfunctional4"
"Cy74_CD45_H04_S472_comb","Sample74","dysfunctional4"
"cy80.Cd45.pos.PD1.pos.S165.G09.S165.comb","Sample80","naive2"
"cy80.Cd45.pos.Pd1.neg.S196.A04.S196.comb","Sample80","naive2"
"cy80.Cd45.pos.PD1.pos.S192.H12.S192.comb","Sample80","naive2"
"cy80.Cd45.pos.PD1.pos.S157.G01.S157.comb","Sample80","naive2"
"cy80.Cd45.pos.Pd1.neg.S224.B08.S224.comb","Sample80","cytotoxic1"
"cy80.Cd45.pos.PD1.pos.S135.F03.S135.comb","Sample80","naive2"
"cy80.Cd45.pos.PD1.pos.S140.F08.S140.comb","Sample80","cytotoxic1"
"cy80.Cd45.pos.PD1.pos.B07.S43.comb","Sample80","naive2"
"cy80.Cd45.pos.Pd1.neg.S265.D01.S265.comb","Sample80","naive2"
"cy80.Cd45.pos.PD1.pos.S190.H10.S190.comb","Sample80","cytotoxic1"
"cy80.Cd45.pos.Pd1.neg.S337.G01.S337.comb","Sample80","naive2"
"cy80.Cd45.pos.PD1.pos.C11.S71.comb","Sample80","dysfunctional4"
"cy80.Cd45.pos.PD1.pos.B08.S44.comb","Sample80","predysfunctional3"
"cy80.Cd45.pos.PD1.pos.S183.H03.S183.comb","Sample80","predysfunctional3"
"cy80.Cd45.pos.PD1.pos.S187.H07.S187.comb","Sample80","predysfunctional3"
"cy80.Cd45.pos.PD1.pos.A08.S20.comb","Sample80","dysfunctional4"
"cy80.Cd45.pos.PD1.pos.B05.S41.comb","Sample80","dysfunctional4"
"cy80.Cd45.pos.PD1.pos.S117.E09.S117.comb","Sample80","dysfunctional4"
"cy80.Cd45.pos.PD1.pos.D08.S92.comb","Sample80","naive2"
"cy80.Cd45.pos.PD1.pos.S164.G08.S164.comb","Sample80","dysfunctional4"
"cy80.Cd45.pos.Pd1.neg.S268.D04.S268.comb","Sample80","naive2"
"cy80.Cd45.pos.PD1.pos.S116.E08.S116.comb","Sample80","naive2"
"cy80.Cd45.pos.PD1.pos.S141.F09.S141.comb","Sample80","predysfunctional3"
"cy80.Cd45.pos.PD1.pos.C06.S66.comb","Sample80","dysfunctional4"
"cy80.Cd45.pos.PD1.pos.S188.H08.S188.comb","Sample80","dysfunctional4"
"cy80.Cd45.pos.PD1.pos.D03.S87.comb","Sample80","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.G10.S466.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.G11.S467.comb","Sample79","naive2"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.H01.S277.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.B10.S406.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.neg.AS.C1.R2.H08.S572.comb","Sample79","naive2"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.C02.S218.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.C08.S224.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.H10.S286.comb","Sample79","naive2"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.C01.S409.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.A08.S392.comb","Sample79","predysfunctional3"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.D12.S432.comb","Sample79","naive2"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.H03.S279.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.C11.S419.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.G08.S272.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.B02.S398.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.F04.S448.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.C10.S226.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.G09.S273.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.H05.S281.comb","Sample79","naive2"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.B06.S210.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.D07.S235.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.F09.S453.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.G11.S275.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.A10.S202.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.C07.S223.comb","Sample79","dysfunctional4"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.F10.S262.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.B08.S404.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.F12.S456.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.H12.S288.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.B01.S397.comb","Sample79","predysfunctional3"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.E01.S433.comb","Sample79","predysfunctional3"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.B03.S399.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.B08.S212.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.C10.S418.comb","Sample79","dysfunctional4"
"cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.D02.S422.comb","Sample79","naive2"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.F09.S261.comb","Sample79","predysfunctional3"
"cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.D08.S236.comb","Sample79","predysfunctional3"
